"Observation station","Year","Month","Day","Time [Local time]","Snow depth [cm]"
"Hollola kirkonkylä","2004","3","7","02:00","48"
"Hollola kirkonkylä","2004","3","8","02:00","48"
"Hollola kirkonkylä","2004","3","9","02:00","47"
"Hollola kirkonkylä","2004","3","10","02:00","45"
"Hollola kirkonkylä","2004","3","11","02:00","45"
"Hollola kirkonkylä","2004","3","12","02:00","44"
"Hollola kirkonkylä","2004","3","13","02:00","43"
"Hollola kirkonkylä","2004","3","14","02:00","42"
"Hollola kirkonkylä","2004","3","15","02:00","42"
"Hollola kirkonkylä","2004","3","16","02:00","41"
"Hollola kirkonkylä","2004","3","17","02:00","40"
"Hollola kirkonkylä","2004","3","18","02:00","26"
"Hollola kirkonkylä","2004","3","19","02:00","25"
"Hollola kirkonkylä","2004","3","20","02:00","23"
"Hollola kirkonkylä","2004","3","21","02:00","21"
"Hollola kirkonkylä","2004","3","22","02:00","23"
"Hollola kirkonkylä","2004","3","23","02:00","24"
"Hollola kirkonkylä","2004","3","24","02:00","24"
"Hollola kirkonkylä","2004","3","25","02:00","24"
"Hollola kirkonkylä","2004","3","26","02:00","25"
"Hollola kirkonkylä","2004","3","27","02:00","23"
"Hollola kirkonkylä","2004","3","28","02:00","23"
"Hollola kirkonkylä","2004","3","29","03:00","21"
"Hollola kirkonkylä","2004","3","30","03:00","20"
"Hollola kirkonkylä","2004","3","31","03:00","20"
"Hollola kirkonkylä","2004","4","1","03:00","18"
"Hollola kirkonkylä","2004","4","2","03:00","18"
"Hollola kirkonkylä","2004","4","3","03:00","17"
"Hollola kirkonkylä","2004","4","4","03:00","16"
"Hollola kirkonkylä","2004","4","5","03:00","16"
"Hollola kirkonkylä","2004","4","6","03:00","14"
"Hollola kirkonkylä","2004","4","7","03:00","10"
"Hollola kirkonkylä","2004","4","8","03:00","8"
"Hollola kirkonkylä","2004","4","9","03:00","6"
"Hollola kirkonkylä","2004","4","10","03:00","4"
"Hollola kirkonkylä","2004","4","11","03:00","0"
"Hollola kirkonkylä","2004","4","12","03:00","3"
"Hollola kirkonkylä","2004","4","13","03:00","0"
"Hollola kirkonkylä","2004","4","14","03:00","0"
"Hollola kirkonkylä","2004","4","15","03:00","0"
"Hollola kirkonkylä","2004","4","16","03:00","0"
"Hollola kirkonkylä","2004","4","17","03:00","0"
"Hollola kirkonkylä","2004","4","18","03:00","-1"
"Hollola kirkonkylä","2004","4","19","03:00","-1"
"Hollola kirkonkylä","2004","4","20","03:00","-1"
"Hollola kirkonkylä","2004","4","21","03:00","-1"
"Hollola kirkonkylä","2004","4","22","03:00","-1"
"Hollola kirkonkylä","2004","4","23","03:00","-1"
"Hollola kirkonkylä","2004","4","24","03:00","-1"
"Hollola kirkonkylä","2004","4","25","03:00","-1"
"Hollola kirkonkylä","2004","4","26","03:00","-1"
"Hollola kirkonkylä","2004","4","27","03:00","-1"
"Hollola kirkonkylä","2004","4","28","03:00","-1"
"Hollola kirkonkylä","2004","4","29","03:00","-1"
"Hollola kirkonkylä","2004","4","30","03:00","-1"
"Hollola kirkonkylä","2004","5","1","03:00","-1"
"Hollola kirkonkylä","2004","5","2","03:00","-1"
"Hollola kirkonkylä","2004","5","3","03:00","-1"
"Hollola kirkonkylä","2004","5","4","03:00","-1"
"Hollola kirkonkylä","2004","5","5","03:00","-1"
"Hollola kirkonkylä","2004","5","6","03:00","-1"
"Hollola kirkonkylä","2004","5","7","03:00","-1"
"Hollola kirkonkylä","2004","5","8","03:00","-1"
"Hollola kirkonkylä","2004","5","9","03:00","-1"
"Hollola kirkonkylä","2004","5","10","03:00","-1"
"Hollola kirkonkylä","2004","5","11","03:00","-1"
"Hollola kirkonkylä","2004","5","12","03:00","-1"
"Hollola kirkonkylä","2004","5","13","03:00","-1"
"Hollola kirkonkylä","2004","5","14","03:00","-1"
"Hollola kirkonkylä","2004","5","15","03:00","-1"
"Hollola kirkonkylä","2004","5","16","03:00","-1"
"Hollola kirkonkylä","2004","5","17","03:00","-1"
"Hollola kirkonkylä","2004","5","18","03:00","-1"
"Hollola kirkonkylä","2004","5","19","03:00","-1"
"Hollola kirkonkylä","2004","5","20","03:00","-1"
"Hollola kirkonkylä","2004","5","21","03:00","-1"
"Hollola kirkonkylä","2004","5","22","03:00","-1"
"Hollola kirkonkylä","2004","5","23","03:00","-1"
"Hollola kirkonkylä","2004","5","24","03:00","-1"
"Hollola kirkonkylä","2004","5","25","03:00","-1"
"Hollola kirkonkylä","2004","5","26","03:00","-1"
"Hollola kirkonkylä","2004","5","27","03:00","-1"
"Hollola kirkonkylä","2004","5","28","03:00","-1"
"Hollola kirkonkylä","2004","5","29","03:00","-1"
"Hollola kirkonkylä","2004","5","30","03:00","-1"
"Hollola kirkonkylä","2004","5","31","03:00","-1"
"Hollola kirkonkylä","2004","6","1","03:00","-1"
"Hollola kirkonkylä","2004","6","2","03:00","-1"
"Hollola kirkonkylä","2004","6","3","03:00","-1"
"Hollola kirkonkylä","2004","6","4","03:00","-1"
"Hollola kirkonkylä","2004","6","5","03:00","-1"
"Hollola kirkonkylä","2004","6","6","03:00","-1"
"Hollola kirkonkylä","2004","6","7","03:00","-1"
"Hollola kirkonkylä","2004","6","8","03:00","-1"
"Hollola kirkonkylä","2004","6","9","03:00","-1"
"Hollola kirkonkylä","2004","6","10","03:00","-1"
"Hollola kirkonkylä","2004","6","11","03:00","-1"
"Hollola kirkonkylä","2004","6","12","03:00","-1"
"Hollola kirkonkylä","2004","6","13","03:00","-1"
"Hollola kirkonkylä","2004","6","14","03:00","-1"
"Hollola kirkonkylä","2004","6","15","03:00","-1"
"Hollola kirkonkylä","2004","6","16","03:00","-1"
"Hollola kirkonkylä","2004","6","17","03:00","-1"
"Hollola kirkonkylä","2004","6","18","03:00","-1"
"Hollola kirkonkylä","2004","6","19","03:00","-1"
"Hollola kirkonkylä","2004","6","20","03:00","-1"
"Hollola kirkonkylä","2004","6","21","03:00","-1"
"Hollola kirkonkylä","2004","6","22","03:00","-1"
"Hollola kirkonkylä","2004","6","23","03:00","-1"
"Hollola kirkonkylä","2004","6","24","03:00","-1"
"Hollola kirkonkylä","2004","6","25","03:00","-1"
"Hollola kirkonkylä","2004","6","26","03:00","-1"
"Hollola kirkonkylä","2004","6","27","03:00","-1"
"Hollola kirkonkylä","2004","6","28","03:00","-1"
"Hollola kirkonkylä","2004","6","29","03:00","-1"
"Hollola kirkonkylä","2004","6","30","03:00","-1"
"Hollola kirkonkylä","2004","7","1","03:00","-1"
"Hollola kirkonkylä","2004","7","2","03:00","-1"
"Hollola kirkonkylä","2004","7","3","03:00","-1"
"Hollola kirkonkylä","2004","7","4","03:00","-1"
"Hollola kirkonkylä","2004","7","5","03:00","-1"
"Hollola kirkonkylä","2004","7","6","03:00","-1"
"Hollola kirkonkylä","2004","7","7","03:00","-1"
"Hollola kirkonkylä","2004","7","8","03:00","-1"
"Hollola kirkonkylä","2004","7","9","03:00","-1"
"Hollola kirkonkylä","2004","7","10","03:00","-1"
"Hollola kirkonkylä","2004","7","11","03:00","-1"
"Hollola kirkonkylä","2004","7","12","03:00","-1"
"Hollola kirkonkylä","2004","7","13","03:00","-1"
"Hollola kirkonkylä","2004","7","14","03:00","-1"
"Hollola kirkonkylä","2004","7","15","03:00","-1"
"Hollola kirkonkylä","2004","7","16","03:00","-1"
"Hollola kirkonkylä","2004","7","17","03:00","-1"
"Hollola kirkonkylä","2004","7","18","03:00","-1"
"Hollola kirkonkylä","2004","7","19","03:00","-1"
"Hollola kirkonkylä","2004","7","20","03:00","-1"
"Hollola kirkonkylä","2004","7","21","03:00","-1"
"Hollola kirkonkylä","2004","7","22","03:00","-1"
"Hollola kirkonkylä","2004","7","23","03:00","-1"
"Hollola kirkonkylä","2004","7","24","03:00","-1"
"Hollola kirkonkylä","2004","7","25","03:00","-1"
"Hollola kirkonkylä","2004","7","26","03:00","-1"
"Hollola kirkonkylä","2004","7","27","03:00","-1"
"Hollola kirkonkylä","2004","7","28","03:00","-1"
"Hollola kirkonkylä","2004","7","29","03:00","-1"
"Hollola kirkonkylä","2004","7","30","03:00","-1"
"Hollola kirkonkylä","2004","7","31","03:00","-1"
"Hollola kirkonkylä","2004","8","1","03:00","-1"
"Hollola kirkonkylä","2004","8","2","03:00","-1"
"Hollola kirkonkylä","2004","8","3","03:00","-1"
"Hollola kirkonkylä","2004","8","4","03:00","-1"
"Hollola kirkonkylä","2004","8","5","03:00","-1"
"Hollola kirkonkylä","2004","8","6","03:00","-1"
"Hollola kirkonkylä","2004","8","7","03:00","-1"
"Hollola kirkonkylä","2004","8","8","03:00","-1"
"Hollola kirkonkylä","2004","8","9","03:00","-1"
"Hollola kirkonkylä","2004","8","10","03:00","-1"
"Hollola kirkonkylä","2004","8","11","03:00","-1"
"Hollola kirkonkylä","2004","8","12","03:00","-1"
"Hollola kirkonkylä","2004","8","13","03:00","-1"
"Hollola kirkonkylä","2004","8","14","03:00","-1"
"Hollola kirkonkylä","2004","8","15","03:00","-1"
"Hollola kirkonkylä","2004","8","16","03:00","-1"
"Hollola kirkonkylä","2004","8","17","03:00","-1"
"Hollola kirkonkylä","2004","8","18","03:00","-1"
"Hollola kirkonkylä","2004","8","19","03:00","-1"
"Hollola kirkonkylä","2004","8","20","03:00","-1"
"Hollola kirkonkylä","2004","8","21","03:00","-1"
"Hollola kirkonkylä","2004","8","22","03:00","-1"
"Hollola kirkonkylä","2004","8","23","03:00","-1"
"Hollola kirkonkylä","2004","8","24","03:00","-1"
"Hollola kirkonkylä","2004","8","25","03:00","-1"
"Hollola kirkonkylä","2004","8","26","03:00","-1"
"Hollola kirkonkylä","2004","8","27","03:00","-1"
"Hollola kirkonkylä","2004","8","28","03:00","-1"
"Hollola kirkonkylä","2004","8","29","03:00","-1"
"Hollola kirkonkylä","2004","8","30","03:00","-1"
"Hollola kirkonkylä","2004","8","31","03:00","-1"
"Hollola kirkonkylä","2004","9","1","03:00","-1"
"Hollola kirkonkylä","2004","9","2","03:00","-1"
"Hollola kirkonkylä","2004","9","3","03:00","-1"
"Hollola kirkonkylä","2004","9","4","03:00","-1"
"Hollola kirkonkylä","2004","9","5","03:00","-1"
"Hollola kirkonkylä","2004","9","6","03:00","-1"
"Hollola kirkonkylä","2004","9","7","03:00","-1"
"Hollola kirkonkylä","2004","9","8","03:00","-1"
"Hollola kirkonkylä","2004","9","9","03:00","-1"
"Hollola kirkonkylä","2004","9","10","03:00","-1"
"Hollola kirkonkylä","2004","9","11","03:00","-1"
"Hollola kirkonkylä","2004","9","12","03:00","-1"
"Hollola kirkonkylä","2004","9","13","03:00","-1"
"Hollola kirkonkylä","2004","9","14","03:00","-1"
"Hollola kirkonkylä","2004","9","15","03:00","-1"
"Hollola kirkonkylä","2004","9","16","03:00","-1"
"Hollola kirkonkylä","2004","9","17","03:00","-1"
"Hollola kirkonkylä","2004","9","18","03:00","-1"
"Hollola kirkonkylä","2004","9","19","03:00","-1"
"Hollola kirkonkylä","2004","9","20","03:00","-1"
"Hollola kirkonkylä","2004","9","21","03:00","-1"
"Hollola kirkonkylä","2004","9","22","03:00","-1"
"Hollola kirkonkylä","2004","9","23","03:00","-1"
"Hollola kirkonkylä","2004","9","24","03:00","-1"
"Hollola kirkonkylä","2004","9","25","03:00","-1"
"Hollola kirkonkylä","2004","9","26","03:00","-1"
"Hollola kirkonkylä","2004","9","27","03:00","-1"
"Hollola kirkonkylä","2004","9","28","03:00","-1"
"Hollola kirkonkylä","2004","9","29","03:00","-1"
"Hollola kirkonkylä","2004","9","30","03:00","-1"
"Hollola kirkonkylä","2004","10","1","03:00","-1"
"Hollola kirkonkylä","2004","10","2","03:00","-1"
"Hollola kirkonkylä","2004","10","3","03:00","-1"
"Hollola kirkonkylä","2004","10","4","03:00","-1"
"Hollola kirkonkylä","2004","10","5","03:00","-1"
"Hollola kirkonkylä","2004","10","6","03:00","-1"
"Hollola kirkonkylä","2004","10","7","03:00","-1"
"Hollola kirkonkylä","2004","10","8","03:00","-1"
"Hollola kirkonkylä","2004","10","9","03:00","-1"
"Hollola kirkonkylä","2004","10","10","03:00","-1"
"Hollola kirkonkylä","2004","10","11","03:00","-1"
"Hollola kirkonkylä","2004","10","12","03:00","-1"
"Hollola kirkonkylä","2004","10","13","03:00","-1"
"Hollola kirkonkylä","2004","10","14","03:00","-1"
"Hollola kirkonkylä","2004","10","15","03:00","-1"
"Hollola kirkonkylä","2004","10","16","03:00","-1"
"Hollola kirkonkylä","2004","10","17","03:00","-1"
"Hollola kirkonkylä","2004","10","18","03:00","-1"
"Hollola kirkonkylä","2004","10","19","03:00","-1"
"Hollola kirkonkylä","2004","10","20","03:00","-1"
"Hollola kirkonkylä","2004","10","21","03:00","-1"
"Hollola kirkonkylä","2004","10","22","03:00","-1"
"Hollola kirkonkylä","2004","10","23","03:00","-1"
"Hollola kirkonkylä","2004","10","24","03:00","-1"
"Hollola kirkonkylä","2004","10","25","03:00","-1"
"Hollola kirkonkylä","2004","10","26","03:00","-1"
"Hollola kirkonkylä","2004","10","27","03:00","-1"
"Hollola kirkonkylä","2004","10","28","03:00","-1"
"Hollola kirkonkylä","2004","10","29","03:00","-1"
"Hollola kirkonkylä","2004","10","30","03:00","-1"
"Hollola kirkonkylä","2004","10","31","03:00","-1"
"Hollola kirkonkylä","2004","11","1","02:00","-1"
"Hollola kirkonkylä","2004","11","2","02:00","-1"
"Hollola kirkonkylä","2004","11","3","02:00","-1"
"Hollola kirkonkylä","2004","11","4","02:00","-1"
"Hollola kirkonkylä","2004","11","5","02:00","-1"
"Hollola kirkonkylä","2004","11","6","02:00","-1"
"Hollola kirkonkylä","2004","11","7","02:00","-1"
"Hollola kirkonkylä","2004","11","8","02:00","-1"
"Hollola kirkonkylä","2004","11","9","02:00","-1"
"Hollola kirkonkylä","2004","11","10","02:00","-1"
"Hollola kirkonkylä","2004","11","11","02:00","-1"
"Hollola kirkonkylä","2004","11","12","02:00","-1"
"Hollola kirkonkylä","2004","11","13","02:00","-1"
"Hollola kirkonkylä","2004","11","14","02:00","-1"
"Hollola kirkonkylä","2004","11","15","02:00","-1"
"Hollola kirkonkylä","2004","11","16","02:00","-1"
"Hollola kirkonkylä","2004","11","17","02:00","-1"
"Hollola kirkonkylä","2004","11","18","02:00","-1"
"Hollola kirkonkylä","2004","11","19","02:00","-1"
"Hollola kirkonkylä","2004","11","20","02:00","-1"
"Hollola kirkonkylä","2004","11","21","02:00","-1"
"Hollola kirkonkylä","2004","11","22","02:00","-1"
"Hollola kirkonkylä","2004","11","23","02:00","4"
"Hollola kirkonkylä","2004","11","24","02:00","4"
"Hollola kirkonkylä","2004","11","25","02:00","6"
"Hollola kirkonkylä","2004","11","26","02:00","6"
"Hollola kirkonkylä","2004","11","27","02:00","6"
"Hollola kirkonkylä","2004","11","28","02:00","6"
"Hollola kirkonkylä","2004","11","29","02:00","11"
"Hollola kirkonkylä","2004","11","30","02:00","12"
"Hollola kirkonkylä","2004","12","1","02:00","13"
"Hollola kirkonkylä","2004","12","2","02:00","10"
"Hollola kirkonkylä","2004","12","3","02:00","10"
"Hollola kirkonkylä","2004","12","4","02:00","10"
"Hollola kirkonkylä","2004","12","5","02:00","11"
"Hollola kirkonkylä","2004","12","6","02:00","5"
"Hollola kirkonkylä","2004","12","7","02:00","5"
"Hollola kirkonkylä","2004","12","8","02:00","1"
"Hollola kirkonkylä","2004","12","9","02:00","-1"
"Hollola kirkonkylä","2004","12","10","02:00","-1"
"Hollola kirkonkylä","2004","12","11","02:00","-1"
"Hollola kirkonkylä","2004","12","12","02:00","-1"
"Hollola kirkonkylä","2004","12","13","02:00","-1"
"Hollola kirkonkylä","2004","12","14","02:00","-1"
"Hollola kirkonkylä","2004","12","15","02:00","-1"
"Hollola kirkonkylä","2004","12","16","02:00","-1"
"Hollola kirkonkylä","2004","12","17","02:00","-1"
"Hollola kirkonkylä","2004","12","18","02:00","-1"
"Hollola kirkonkylä","2004","12","19","02:00","-1"
"Hollola kirkonkylä","2004","12","20","02:00","5"
"Hollola kirkonkylä","2004","12","21","02:00","5"
"Hollola kirkonkylä","2004","12","22","02:00","5"
"Hollola kirkonkylä","2004","12","23","02:00","7"
"Hollola kirkonkylä","2004","12","24","02:00","9"
"Hollola kirkonkylä","2004","12","25","02:00","9"
"Hollola kirkonkylä","2004","12","26","02:00","11"
"Hollola kirkonkylä","2004","12","27","02:00","11"
"Hollola kirkonkylä","2004","12","28","02:00","11"
"Hollola kirkonkylä","2004","12","29","02:00","12"
"Hollola kirkonkylä","2004","12","30","02:00","12"
"Hollola kirkonkylä","2004","12","31","02:00","6"
"Hollola kirkonkylä","2005","1","1","02:00","6"
"Hollola kirkonkylä","2005","1","2","02:00","6"
"Hollola kirkonkylä","2005","1","3","02:00","10"
"Hollola kirkonkylä","2005","1","4","02:00","10"
"Hollola kirkonkylä","2005","1","5","02:00","14"
"Hollola kirkonkylä","2005","1","6","02:00","24"
"Hollola kirkonkylä","2005","1","7","02:00","20"
"Hollola kirkonkylä","2005","1","8","02:00","14"
"Hollola kirkonkylä","2005","1","9","02:00","10"
"Hollola kirkonkylä","2005","1","10","02:00","10"
"Hollola kirkonkylä","2005","1","11","02:00","8"
"Hollola kirkonkylä","2005","1","12","02:00","8"
"Hollola kirkonkylä","2005","1","13","02:00","4"
"Hollola kirkonkylä","2005","1","14","02:00","4"
"Hollola kirkonkylä","2005","1","15","02:00","4"
"Hollola kirkonkylä","2005","1","16","02:00","6"
"Hollola kirkonkylä","2005","1","17","02:00","2"
"Hollola kirkonkylä","2005","1","18","02:00","2"
"Hollola kirkonkylä","2005","1","19","02:00","2"
"Hollola kirkonkylä","2005","1","20","02:00","4"
"Hollola kirkonkylä","2005","1","21","02:00","6"
"Hollola kirkonkylä","2005","1","22","02:00","10"
"Hollola kirkonkylä","2005","1","23","02:00","11"
"Hollola kirkonkylä","2005","1","24","02:00","11"
"Hollola kirkonkylä","2005","1","25","02:00","11"
"Hollola kirkonkylä","2005","1","26","02:00","11"
"Hollola kirkonkylä","2005","1","27","02:00","12"
"Hollola kirkonkylä","2005","1","28","02:00","12"
"Hollola kirkonkylä","2005","1","29","02:00","13"
"Hollola kirkonkylä","2005","1","30","02:00","14"
"Hollola kirkonkylä","2005","1","31","02:00","25"
"Hollola kirkonkylä","2005","2","1","02:00","28"
"Hollola kirkonkylä","2005","2","2","02:00","30"
"Hollola kirkonkylä","2005","2","3","02:00","30"
"Hollola kirkonkylä","2005","2","4","02:00","30"
"Hollola kirkonkylä","2005","2","5","02:00","30"
"Hollola kirkonkylä","2005","2","6","02:00","30"
"Hollola kirkonkylä","2005","2","7","02:00","26"
"Hollola kirkonkylä","2005","2","8","02:00","19"
"Hollola kirkonkylä","2005","2","9","02:00","19"
"Hollola kirkonkylä","2005","2","10","02:00","19"
"Hollola kirkonkylä","2005","2","11","02:00","21"
"Hollola kirkonkylä","2005","2","12","02:00","21"
"Hollola kirkonkylä","2005","2","13","02:00","21"
"Hollola kirkonkylä","2005","2","14","02:00","21"
"Hollola kirkonkylä","2005","2","15","02:00","21"
"Hollola kirkonkylä","2005","2","16","02:00","21"
"Hollola kirkonkylä","2005","2","17","02:00","21"
"Hollola kirkonkylä","2005","2","18","02:00","21"
"Hollola kirkonkylä","2005","2","19","02:00","21"
"Hollola kirkonkylä","2005","2","20","02:00","21"
"Hollola kirkonkylä","2005","2","21","02:00","21"
"Hollola kirkonkylä","2005","2","22","02:00","21"
"Hollola kirkonkylä","2005","2","23","02:00","21"
"Hollola kirkonkylä","2005","2","24","02:00","21"
"Hollola kirkonkylä","2005","2","25","02:00","21"
"Hollola kirkonkylä","2005","2","26","02:00","21"
"Hollola kirkonkylä","2005","2","27","02:00","21"
"Hollola kirkonkylä","2005","2","28","02:00","21"
"Hollola kirkonkylä","2005","3","1","02:00","21"
"Hollola kirkonkylä","2005","3","2","02:00","21"
"Hollola kirkonkylä","2005","3","3","02:00","21"
"Hollola kirkonkylä","2005","3","4","02:00","21"
"Hollola kirkonkylä","2005","3","5","02:00","21"
"Hollola kirkonkylä","2005","3","6","02:00","21"
"Hollola kirkonkylä","2005","3","7","02:00","21"
"Hollola kirkonkylä","2005","3","8","02:00","21"
"Hollola kirkonkylä","2005","3","9","02:00","21"
"Hollola kirkonkylä","2005","3","10","02:00","21"
"Hollola kirkonkylä","2005","3","11","02:00","21"
"Hollola kirkonkylä","2005","3","12","02:00","21"
"Hollola kirkonkylä","2005","3","13","02:00","21"
"Hollola kirkonkylä","2005","3","14","02:00","21"
"Hollola kirkonkylä","2005","3","15","02:00","21"
"Hollola kirkonkylä","2005","3","16","02:00","21"
"Hollola kirkonkylä","2005","3","17","02:00","21"
"Hollola kirkonkylä","2005","3","18","02:00","23"
"Hollola kirkonkylä","2005","3","19","02:00","23"
"Hollola kirkonkylä","2005","3","20","02:00","23"
"Hollola kirkonkylä","2005","3","21","02:00","22"
"Hollola kirkonkylä","2005","3","22","02:00","22"
"Hollola kirkonkylä","2005","3","23","02:00","22"
"Hollola kirkonkylä","2005","3","24","02:00","20"
"Hollola kirkonkylä","2005","3","25","02:00","20"
"Hollola kirkonkylä","2005","3","26","02:00","15"
"Hollola kirkonkylä","2005","3","27","02:00","15"
"Hollola kirkonkylä","2005","3","28","03:00","10"
"Hollola kirkonkylä","2005","3","29","03:00","10"
"Hollola kirkonkylä","2005","3","30","03:00","7"
"Hollola kirkonkylä","2005","3","31","03:00","4"
"Hollola kirkonkylä","2005","4","1","03:00","1"
"Hollola kirkonkylä","2005","4","2","03:00","-1"
"Hollola kirkonkylä","2005","4","3","03:00","-1"
"Hollola kirkonkylä","2005","4","4","03:00","-1"
"Hollola kirkonkylä","2005","4","5","03:00","-1"
"Hollola kirkonkylä","2005","4","6","03:00","-1"
"Hollola kirkonkylä","2005","4","7","03:00","-1"
"Hollola kirkonkylä","2005","4","8","03:00","-1"
"Hollola kirkonkylä","2005","4","9","03:00","-1"
"Hollola kirkonkylä","2005","4","10","03:00","-1"
"Hollola kirkonkylä","2005","4","11","03:00","-1"
"Hollola kirkonkylä","2005","4","12","03:00","-1"
"Hollola kirkonkylä","2005","4","13","03:00","-1"
"Hollola kirkonkylä","2005","4","14","03:00","-1"
"Hollola kirkonkylä","2005","4","15","03:00","-1"
"Hollola kirkonkylä","2005","4","16","03:00","-1"
"Hollola kirkonkylä","2005","4","17","03:00","-1"
"Hollola kirkonkylä","2005","4","18","03:00","-1"
"Hollola kirkonkylä","2005","4","19","03:00","-1"
"Hollola kirkonkylä","2005","4","20","03:00","-1"
"Hollola kirkonkylä","2005","4","21","03:00","-1"
"Hollola kirkonkylä","2005","4","22","03:00","-1"
"Hollola kirkonkylä","2005","4","23","03:00","-1"
"Hollola kirkonkylä","2005","4","24","03:00","-1"
"Hollola kirkonkylä","2005","4","25","03:00","-1"
"Hollola kirkonkylä","2005","4","26","03:00","-1"
"Hollola kirkonkylä","2005","4","27","03:00","-1"
"Hollola kirkonkylä","2005","4","28","03:00","-1"
"Hollola kirkonkylä","2005","4","29","03:00","-1"
"Hollola kirkonkylä","2005","4","30","03:00","-1"
"Hollola kirkonkylä","2005","5","1","03:00","-1"
"Hollola kirkonkylä","2005","5","2","03:00","-1"
"Hollola kirkonkylä","2005","5","3","03:00","-1"
"Hollola kirkonkylä","2005","5","4","03:00","-1"
"Hollola kirkonkylä","2005","5","5","03:00","-1"
"Hollola kirkonkylä","2005","5","6","03:00","-1"
"Hollola kirkonkylä","2005","5","7","03:00","-1"
"Hollola kirkonkylä","2005","5","8","03:00","-1"
"Hollola kirkonkylä","2005","5","9","03:00","-1"
"Hollola kirkonkylä","2005","5","10","03:00","-1"
"Hollola kirkonkylä","2005","5","11","03:00","-1"
"Hollola kirkonkylä","2005","5","12","03:00","-1"
"Hollola kirkonkylä","2005","5","13","03:00","-1"
"Hollola kirkonkylä","2005","5","14","03:00","-1"
"Hollola kirkonkylä","2005","5","15","03:00","-1"
"Hollola kirkonkylä","2005","5","16","03:00","-1"
"Hollola kirkonkylä","2005","5","17","03:00","-1"
"Hollola kirkonkylä","2005","5","18","03:00","-1"
"Hollola kirkonkylä","2005","5","19","03:00","-1"
